,id,fips,statecode,state,state_notes,county,jail,jail_notes,d2008,d2009,d2010,d2011,d2012,d2013,d2014,d2015,d2016,d2017,d2018,d2019,su2008,su2009,su2010,su2011,su2012,su2013,su2014,su2015,su2016,su2017,su2018,su2019,da2008,da2009,da2010,da2011,da2012,da2013,da2014,da2015,da2016,da2017,da2018,da2019,il2008,il2009,il2010,il2011,il2012,il2013,il2014,il2015,il2016,il2017,il2018,il2019,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o2015,o2016,o2017,o2018,o2019,ho2008,ho2009,ho2010,ho2011,ho2012,ho2013,ho2014,ho2015,ho2016,ho2017,ho2018,ho2019,ac2008,ac2009,ac2010,ac2011,ac2012,ac2013,ac2014,ac2015,ac2016,ac2017,ac2018,ac2019,adp2008,adp2009,adp2010,adp2011,adp2012,adp2013,adp2014,adp2015,adp2016,adp2017,adp2018,adp2019,med2008,med2009,med2010,med2011,med2012,med2013,med2014,med2015,med2016,med2017,med2018,med2019,male_deaths,female_deaths,male_percent,female_percent
63,520,6079.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",San Luis Obispo,San Luis Obispo County Jail,ADP and inmate deaths include both the jail and honor farm.,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,513.0,487.0,555.0,644.0,697.0,680.0,538.0,550.0,583.0,542.0,552.0,public,public,public,public,public,public,public,public,public,public,public,Wellpath,15,1,0.9375,0.0625
64,62,6081.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",San Mateo,San Mateo County Maguire Correctional Facility,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,955.0,948.0,892.0,834.0,836.0,877.0,869.0,726.0,669.0,604.0,514.0,526.0,public,public,public,public,public,public,public,public,public,public,public,public,9,1,0.9,0.1
65,63,6083.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Santa Barbara,Santa Barbara County Jails (Main Jail and Medium Security Facility),,1.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,944.0,981.0,965.0,899.0,981.0,1003.0,967.0,891.0,1016.0,970.0,951.0,903.0,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/Wellpath,Wellpath,Wellpath,20,1,0.9523809523809523,0.047619047619047616
66,38,6085.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Santa Clara,Elmwood Complex (Santa Clara County),"In the case of one Santa Clara inmate who died after being taken to the hospital in 2008, the sheriff's office was unable to identify the specific county jail where the inmate was held before he was hospitalized. As a result, that death is not attributed to a specific jail",1.0,1.0,2.0,0.0,5.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3145.0,2961.0,2448.0,2245.0,2301.0,2567.0,2716.0,2338.0,2351.0,2499.0,2590.0,2588.0,public,public,public,public,public,public,public,public,public,public,public,public,21,5,0.8076923076923077,0.19230769230769232
67,64,6085.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Santa Clara,Santa Clara County Jail,"In the case of one Santa Clara inmate who died after being taken to the hospital in 2008, the sheriff's office was unable to identify the specific county jail where the inmate was held before he was hospitalized. As a result, that death is not attributed to a specific jail",2.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,2.0,1.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1467.0,1367.0,1389.0,1320.0,1357.0,1439.0,1407.0,1299.0,1242.0,963.0,764.0,693.0,public,public,public,public,public,public,public,public,public,public,public,public,40,0,1.0,0.0
68,65,6097.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Sonoma,Sonoma County Main Adult Detention Facility (MADF),ADP for Sonoma jails from 2009-2019 was drawn from data reported by the sheriff's office to the California Board of State and Community Corrections.,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,658.0,670.0,715.0,743.0,752.0,746.0,741.0,745.0,729.0,721.0,736.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,8,3,0.7272727272727273,0.2727272727272727
69,516,6097.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Sonoma,Sonoma County North County Detention Facility (NCDF),ADP for Sonoma jails from 2009-2019 was drawn from data reported by the sheriff's office to the California Board of State and Community Corrections.,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,364.0,257.0,243.0,299.0,333.0,289.0,288.0,334.0,315.0,334.0,296.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,6,0,1.0,0.0
70,47,6111.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Ventura,Pretrial Detention Facility (PTDF) (Ventura),,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,835.0,807.0,734.0,702.0,771.0,808.0,860.0,834.0,825.0,797.0,740.0,732.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,28,2,0.9333333333333333,0.06666666666666667
71,66,6111.0,CA,California,"In 2011, a California law known as “realignment” shifted the incarceration of “non-serious, non-violent, non-sex” convicts from state prisons to county jails. As a result, jail inmates in California may have longer average stays than jail inmates in other states. Sheriffs often complain the change puts substantial staffing and budget pressures on jails without adequate funding.",Ventura,Ventura County Jail - Todd Road,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,799.0,716.0,694.0,733.0,796.0,809.0,778.0,817.0,782.0,756.0,785.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,5,3,0.625,0.375
72,67,8001.0,CO,Colorado,,Adams,Adams County Detention Facility,,3.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,1288.0,1289.0,1098.0,1047.0,1053.0,999.0,941.0,838.0,1027.0,1039.0,983.0,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,24,3,0.8888888888888888,0.1111111111111111
73,68,8005.0,CO,Colorado,,Arapahoe,Arapahoe County Sheriff's Office Detention Facility,,0.0,0.0,2.0,2.0,0.0,1.0,1.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,1226.0,1199.0,1198.0,1182.0,1076.0,1022.0,1008.0,1002.0,1022.0,1073.0,1082.0,public,public,public,public,public,public,public,public/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,16,2,0.8888888888888888,0.1111111111111111
74,69,8013.0,CO,Colorado,,Boulder,Boulder County Jail,2019 ADP is an average of monthly figures,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,452.0,441.0,446.0,468.0,480.0,484.0,467.0,465.0,423.0,438.0,413.8,public,public,public,public,public,public,public,public,public/Maxim Healthcare,Maxim Healthcare/WSi Healthcare Personnel,public,public,17,2,0.8947368421052632,0.10526315789473684
75,70,8031.0,CO,Colorado,,Denver,Denver County Sheriff (combined facilities),ADP for 2019 is calculated from daily figures,4.0,5.0,4.0,1.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2282.0,2168.0,2098.0,2105.0,2157.0,2284.0,2064.0,2029.0,2238.0,2187.0,2110.0,1886.0,public,public,public,public,public,public,public,public,public,public,public,public,40,5,0.8888888888888888,0.1111111111111111
76,71,8041.0,CO,Colorado,,El Paso,El Paso County Criminal Justice Center,,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.0,1526.0,1428.0,1405.0,1404.0,1505.0,1498.0,1563.0,1640.0,1681.0,1672.0,1548.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,16,2,0.8888888888888888,0.1111111111111111
77,72,8059.0,CO,Colorado,,Jefferson,Jefferson County Jail,,2.0,0.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1259.0,1237.0,1133.0,1139.0,1232.0,1238.0,1171.0,1203.0,1253.0,1271.0,1331.0,1302.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,22,3,0.88,0.12
78,73,8069.0,CO,Colorado,,Larimer,Larimer County Jail,,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.25,455.77,472.5,460.94,454.11,448.71,435.14,482.79,544.88,583.6,548.0,535.0,,,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,4,3,0.5714285714285714,0.42857142857142855
79,74,8077.0,CO,Colorado,,Mesa,Mesa County Detention Facility,,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,379.0,368.0,281.0,314.0,360.0,332.0,382.0,429.0,497.0,556.0,519.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,10,1,0.9090909090909091,0.09090909090909091
80,75,8101.0,CO,Colorado,,Pueblo,Pueblo County Detention Center,,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,486.0,518.0,538.0,558.0,615.0,599.0,630.0,684.0,749.0,721.0,661.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Correctional Health Partners,Correctional Health Partners,Correctional Health Partners,Correctional Health Partners,Correctional Health Partners,8,4,0.6666666666666666,0.3333333333333333
81,76,8123.0,CO,Colorado,,Weld,Weld County Jail,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,570.0,557.0,577.0,575.0,577.0,604.0,617.0,268.0,714.0,759.0,752.0,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,2,1,0.6666666666666666,0.3333333333333333
82,77,11001.0,DC,DC,,District of Columbia,D.C. Dept of Corrections Central Detention Facility (CDF),2019 ADP from the Department of Corrections,2.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.0,1990.0,2093.0,2107.0,1853.0,1699.0,1431.0,1173.0,1263.0,1353.0,1277.0,1260.0,"Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.",23,0,1.0,0.0
83,505,11001.0,DC,DC,,District of Columbia,D.C. Dept of Corrections Correctional Treatment Facility (CTF),2019 ADP from the Department of Corrections,4.0,4.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,982.0,834.0,789.0,522.0,511.0,459.0,413.0,474.0,662.0,723.0,512.0,"Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.","Unity Health Care, INC.",23,6,0.7931034482758621,0.20689655172413793
84,97,12001.0,FL,Florida,,Alachua,Alachua County Jail,,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,968.0,1004.0,1003.0,1028.0,921.0,893.0,817.0,827.0,809.0,798.0,710.0,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,14,2,0.875,0.125
85,78,12005.0,FL,Florida,,Bay,Bay County Jail Facility,,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,3.0,4.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,951.0,847.0,888.0,864.0,949.0,889.0,1105.0,1210.0,955.0,1054.0,1094.0,1118.0,Corrections Corporation of America/public,public,public,public,public,public,public,public,public,public,public,public,15,1,0.9375,0.0625
