id,fips,statecode,state,state_notes,county,jail,jail_notes,d2008,d2009,d2010,d2011,d2012,d2013,d2014,d2015,d2016,d2017,d2018,d2019,su2008,su2009,su2010,su2011,su2012,su2013,su2014,su2015,su2016,su2017,su2018,su2019,da2008,da2009,da2010,da2011,da2012,da2013,da2014,da2015,da2016,da2017,da2018,da2019,il2008,il2009,il2010,il2011,il2012,il2013,il2014,il2015,il2016,il2017,il2018,il2019,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o2015,o2016,o2017,o2018,o2019,ho2008,ho2009,ho2010,ho2011,ho2012,ho2013,ho2014,ho2015,ho2016,ho2017,ho2018,ho2019,ac2008,ac2009,ac2010,ac2011,ac2012,ac2013,ac2014,ac2015,ac2016,ac2017,ac2018,ac2019,adp2008,adp2009,adp2010,adp2011,adp2012,adp2013,adp2014,adp2015,adp2016,adp2017,adp2018,adp2019,med2008,med2009,med2010,med2011,med2012,med2013,med2014,med2015,med2016,med2017,med2018,med2019
89,12099,FL,Florida,,Palm Beach,Palm Beach County Main & West Detention Centers,,4,4,1,7,4,0,4,4,3,3,4,3,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,6,3,0,3,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2185,2052,1936,2474,2285,2395,2217,2193,1973,2080,2022,1624,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services
90,12101,FL,Florida,,Pasco,Pasco County Land O' Lakes Detention Facility,,1,0,0,2,1,0,3,0,0,7,3,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,,0,0,,,0,1504,1495,1362,1359,1416,1487,1433,1382,1509,1692,1745,1717,public,public,public,public,public,public/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
91,12103,FL,Florida,,Pinellas,Pinellas County Jail,,3,5,4,6,3,3,3,3,3,4,6,2,0,0,0,1,0,,3,0,0,1,1,0,0,1,0,1,1,,0,0,0,1,1,0,3,4,3,4,2,2,0,3,3,1,3,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,1,0,0,3368,3192,3171,3090,2993,2922,2903,3452,2738,2882,2921,3009,public,public,public,public,public,Armor Correctional Health Services,Armor Correctional Health Services/public,public,public,public,public,public
92,12105,FL,Florida,,Polk,Central County Jail,,1,0,4,3,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,884,841,819,786,604,753,629,586,640,694,688,673,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
93,12105,FL,Florida,,Polk,South County Jail,,1,0,1,0,4,0,2,2,2,5,3,6,1,0,1,0,1,0,0,0,0,2,0,,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,2,0,1,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1490,1479,1375,1323,1802,1709,1834,1837,1880,1896,1925,1883,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
100,12115,FL,Florida,,Sarasota,Sarasota County Jail,,0,0,1,0,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,942,890,918,959,943,959,915,877,875,964,898,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,"Armor Correctional Health Services/NaphCare, Inc."
94,12117,FL,Florida,,Seminole,John E. Polk Correctional Facility,,0,4,0,1,1,1,2,1,0,0,6,1,0,2,0,1,1,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1000,984,892,929,883,798,859,893,842,879,964,940,public,public,public,public,public,public,public,public,public,public,public,public
95,12111,FL,Florida,,St. Lucie,St. Lucie County Main Jail,,,,3,3,0,2,0,2,1,3,2,3,,,2,1,0,1,0,2,1,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,,1,2,0,1,0,0,0,3,2,1,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1550,1383,1256,1217,1225,1213,1268,1296,1245,1266,1284,1296,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/Wexford Health Sources,Wexford Health Sources
96,12127,FL,Florida,,Volusia,Volusia County Branch Jail & Volusia County Correctional Facility,,0,0,1,0,0,2,0,7,3,5,4,5,0,0,1,0,0,2,0,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,1385,1368,1400,1506,1483,1452,1390,1331,1454,1433,1383,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Centurian
101,13021,GA,Georgia,,Bibb,Bibb County Law Enforcement Center,,0,0,1,2,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,908,933,928,983,876,894,889,817,752,825,896,"CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC"
102,13051,GA,Georgia,,Chatham,Chatham County Adult Detention Center,2012 ADB from U.S. Bureau of Justice Statistics,0,1,2,1,1,3,3,2,4,2,1,2,0,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738.65,1754.87,1842.5,1769.64,1643,1524.46,1491.36,1481.55,1629.65,1785,1695,1827,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,"Corizon Health/CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC"
103,13063,GA,Georgia,,Clayton,Clayton County Detention Center,2019 ADP averaged from 2018 and 2020,1,3,2,1,2,2,1,1,2,2,2,1,1,0,1,0,0,1,0,0,1,,0,,0,0,1,0,0,0,0,0,0,1,1,,0,3,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,1763,1914,1824,1846,1655,1584,1534,1600,1600,1526,1649,1879,"CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC/Wellpath",Wellpath,Wellpath,Wellpath,"Wellpath/CorrectHealth, LLC","CorrectHealth, LLC"
104,13067,GA,Georgia,,Cobb,Cobb County Sheriffs Office Jail & Prison Unit,,4,2,2,4,2,2,2,1,2,2,2,6,,2,1,0,1,1,1,1,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,3,0,1,4,1,1,1,0,1,2,1,,,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,2490,2385,2337,2258,2124,1894,1754,1824,1873,2038,2075,2018,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System,WellStar Health System/Wellpath
514,13069,GA,Georgia,,Coffee,Coffee County Jail,2015 ADP from U.S. Bureau of Justice Statistics,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,229,,,,,,224,,,338,386,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,public,public,public,public,public,public,public,public
105,13089,GA,Georgia,,DeKalb,DeKalb County Jail,2008-2010 ADP from U.S. Bureau of Justice Statistics,4,3,7,2,4,3,2,5,3,2,4,2,2,0,1,1,1,1,1,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,4,1,2,2,0,2,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2906,3404,3560,3310,2921,2623,2525,2205,1936,1836,1773,1664,"CorrectHealth, LLC","CorrectHealth, LLC","CorrectHealth, LLC",Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
106,13095,GA,Georgia,,Dougherty,Dougherty County Jail,,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,846,872,918,826,767,762,690,678,669,594,603,Corizon Health ,Corizon Health ,Corizon Health/public,public,public,public,public,public,public,public,public,public
107,13121,GA,Georgia,,Fulton,Fulton County Jail,,9,2,5,8,2,6,5,7,4,9,8,5,,0,1,1,1,2,1,5,0,4,4,1,,0,0,0,0,1,0,0,0,0,1,,2,0,4,7,1,3,3,2,2,5,3,3,,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,,2789,2970,2269,2431,2114,2508,2487,2534,2542,2596,2500,2465,Correctional Medical Care,Correctional Medical Care,Correctional Medical Care,Correctional Medical Care/Corizon Health,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Wellpath,"NaphCare, Inc.","NaphCare, Inc."
108,13135,GA,Georgia,,Gwinnett,Gwinnett County Jail,,0,1,3,2,2,1,2,2,1,1,2,3,0,0,0,0,1,0,0,0,1,0,,2,0,0,0,1,0,0,0,1,0,0,,,0,1,3,1,1,1,2,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2691,2670,2655,2590,2467,2180,2184,2005,1983,2295,2260,2080,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Wellpath,Wellpath,Wellpath,Wellpath
109,13139,GA,Georgia,,Hall,Hall County Detention Center,,1,0,0,2,2,0,3,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1026,1004,1229,1260,1230,941,933,788,788,943,800,825,public,public,public,public,public,public,public,public,public,public,public,public
110,13215,GA,Georgia,,Muscogee,Muscogee County Jail,2008-2011 ADP from U.S. Bureau of Justice Statistics,0,3,1,2,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1200,1194,1069,1099,1143,1132,1103,1085,1010,1014,1107,1123,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,"Wellpath/CorrectHealth, LLC","CorrectHealth, LLC"
111,13245,GA,Georgia,,Richmond,Charles B. Webster Detention Center,,3,1,0,2,0,1,3,0,2,1,4,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,624,615,581,607,872,812,928,920,923,943,915,969,Corizon Health ,Corizon Health ,Corizon Health ,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
518,13273,GA,Georgia,,Terrell,Terrell County Jail,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,
112,16001,ID,Idaho,,Ada,Ada County Jail,,2,0,0,2,0,0,1,1,2,0,1,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862,879,882,892,838,794,878,869,919,1000,1040,1026,public,public,public,public,public,public,public,public,public,public,public,public
113,16005,ID,Idaho,,Bannock,Bannock County Jail,,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,219,213,230,232,227,215,246,248,284,297,281,public,public,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Ivy Medical,Ivy Medical 
114,16011,ID,Idaho,,Bingham,Bingham County Jail,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,104,99,99,105,98,88,101,103,109,99,108,Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho)
115,16019,ID,Idaho,,Bonneville,Bonneville County Jail,,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,286,251,289,335,367,380,377,347,395,372,372,Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho)
116,16027,ID,Idaho,,Canyon,Canyon County Jail,,0,1,2,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.72,462.63,391.93,389.93,387.11,379.05,389.16,369.19,382.14,401.2,247.09,415,public,public,public,public,public,public,public,public,public,public,public,public
117,16031,ID,Idaho,,Cassia,Mini-Cassia Crim. Justice Center,2008-2010 ADP from U.S. Bureau of Justice Statistics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,158,152,162,152,150,144,138,153,165,153,154,public,public,public,public,public,public,public,public,public,public,public,public
118,16055,ID,Idaho,,Kootenai,Kootenai County Jail,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,304,346,357,307,332,338,305,338,369,409,352,public,public,public/Wellpath,Wellpath,Wellpath,Wellpath/public,public/Wellpath,Wellpath,Correctional Health Partners,Correctional Health Partners,Correctional Health Partners,Correctional Health Partners
119,16065,ID,Idaho,,Madison,Madison County Crim. Justice Center,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,77.2,82.4,81.1,90.1,79.7,80.5,81.4,70,88.5,83,73,Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho)
120,16069,ID,Idaho,,Nez Perce,Nez Perce County Adult Detention Center,,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,1,1,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,38,49,80,94,112,113,120,118,124,119,115,126,Badger Medical (Idaho),Badger Medical (Idaho),Badger Medical (Idaho)/Wellpath,Wellpath/Ivy Medical,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical 
121,16083,ID,Idaho,,Twin Falls,James R. Munn Detention Facility,2008 ADP from U.S. Bureau of Justice Statistics,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,213,203,178,183,177,172,169,196,240,289,308,public,public,public,public,public,public,public/Ivy Medical,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical ,Ivy Medical 
122,17031,IL,Illinois,,Cook,Cook County Jail,,,,11,6,9,18,16,12,10,13,5,9,,,3,0,1,6,3,3,2,2,2,3,,,,0,,0,1,0,0,3,0,3,,,7,6,6,12,6,6,7,7,2,2,,,,0,,0,,0,1,0,0,,,,,0,,0,1,2,0,0,0,,,,,0,1,0,1,1,0,1,1,,,,9934,9824,10410,10838,9601,8629,8179,7272,6065,5766,public,public,public,public,public,public,public,public,public,public,public,public
123,17043,IL,Illinois,,DuPage,DuPage County Jail,,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,807,789,750,774,758,681,652,654,630,529,524,public,public,public,public,public,public,public,public,public,public,public,public
124,17089,IL,Illinois,,Kane,Kane County Adult Justice Center,,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.5,646.42,672.67,634.25,660.25,644.67,644.17,534.33,500,541.58,527,518,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources
125,17091,IL,Illinois,,Kankakee,Kankakee County - Jerome Combs Detention Center & the Kankakee County Detention Center,,0,0,0,0,0,0,0,1,0,3,0,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,618,593,593.5,636,674.17,655.32,499.33,465.5,424.92,527.67,645,,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,MJS Advantage,
126,17097,IL,Illinois,,Lake,Lake County Jail,,0,0,0,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.58,633.83,620.91,632,634.08,633.5,577.92,565.67,563.83,611.83,571,593.58,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath/Wexford Health Sources,Wexford Health Sources/Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services,Armor Correctional Health Services
127,17111,IL,Illinois,,McHenry,McHenry County Jail,,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,531,465,409,384,352,409,437,473,501.25,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
128,17143,IL,Illinois,,Peoria,Peoria County Jail,,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,451,501,486,402,355,343,341,324,280,Health Professionals LTD,Health Professionals LTD,Health Professionals LTD,Health Professionals LTD,Health Professionals LTD,Health Professionals LTD,Health Professionals LTD,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
129,17163,IL,Illinois,,St. Clair,St. Clair County Jail,,0,0,0,0,2,3,3,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,404,404,461,486,466,419,379,390,395,212,483,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources
130,17197,IL,Illinois,,Will,Will County Adult Detention Facility,,0,1,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,688,707,709,827,849,770,777,806.48,759.39,679,689.31,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
131,17201,IL,Illinois,,Winnebago,Winnebago County Jail,,0,0,2,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,801,856,960,1019,953,837,690,770.75,801.92,839,779,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance,Rosecrance/Advanced Correctional Healthcare,Advanced Correctional Healthcare,public
